phone_threshold, name_threshold, address_threshold, training_data_precision, training_data_recall, test_data_precision, test_data_recall
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 0.917, 0.099, 0.502, 0.982
0.0, 0.3, 0.0, 0.917, 0.099, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.1, 0.1, 1.000, 0.099, 0.922, 0.946
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 0.917, 0.099, 0.502, 0.982
0.0, 0.3, 0.0, 0.917, 0.099, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
0.0, 0.3, 0.0, 1.000, 0.108, 0.502, 0.982
