phone_threshold, name_threshold, address_threshold, training_data_precision, training_data_recall, test_data_precision, test_data_recall
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
1.0, 0.1, 0.0, 0.947, 0.964, 0.947, 0.964
